"","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","concentration.level.estimate.type","Detection.limit..if.reported.","unit.of.measure","sublethal.effects.assessed.","sublethal.specific","sublethal.type"
"917",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Endrin ketone","organochlorine insecticides","liver",1,0,390,50,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"918",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","liver",1,1,390,50,0,290.48,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"919",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","liver",1,0,390,50,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"920",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","liver",1,1,390,50,0,4.16,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"921",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",1,1,390,50,0,27.81,"geometric mean","> = 0.2","ng/g","no","none","none"
"922",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Total DDTs","organochlorine insecticides","liver",1,1,390,50,0,294.64,"geometric mean","> = 0.02–0.2","ng/g","no","none","none"
"923",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","a-HCH","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"924",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","b-HCH","organochlorine insecticides","liver",1,1,152.06,100,0,14.67,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"925",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Lindane","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"926",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","d-HCH","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"927",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Total HCHs","organochlorine insecticides","liver",1,1,152.06,100,0,14.67,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"928",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Heptachlor","organochlorine insecticides","liver",1,1,152.06,100,0,15.3,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"929",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Heptachlor epoxide","organochlorine insecticides","liver",1,1,152.06,100,0,7.62,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"930",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Chlordane","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"931",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endosulfan I","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"932",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endosulfan II","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"933",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endosulfan sulfate","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"934",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Aldrin","organochlorine insecticides","liver",1,1,152.06,100,0,0.24,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"935",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Dieldrin","organochlorine insecticides","liver",1,1,152.06,100,0,23.21,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"936",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endrin","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"937",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endrin aldehyde","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"938",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endrin ketone","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"939",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","DDE","organochlorine insecticides","liver",1,1,152.06,100,0,290.68,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"940",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","DDD","organochlorine insecticides","liver",1,1,152.06,100,0,17.42,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"941",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","DDT","organochlorine insecticides","liver",1,1,152.06,100,0,15.86,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"942",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",1,0,152.06,100,0,NA,"geometric mean","> = 0.2","ng/g","no","none","none"
"943",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Total DDTs","organochlorine insecticides","liver",1,1,152.06,100,0,323.96,"geometric mean","> = 0.02–0.2","ng/g","no","none","none"
"944",147,"Persistent organochlorine cont","Greece","Accipitridae","Common Buzzard","wild","unknown/mixed","Endrin aldehyde","organochlorine insecticides","liver",12,NA,759.1,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"945",147,"Persistent organochlorine cont","Greece","Accipitridae","Common Buzzard","wild","unknown/mixed","Endrin ketone","organochlorine insecticides","liver",12,NA,759.1,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"946",147,"Persistent organochlorine cont","Greece","Accipitridae","Common Buzzard","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",12,NA,759.1,0,0,NA,"geometric mean","> = 0.2","ng/g","no","none","none"
"947",147,"Persistent organochlorine cont","Greece","Accipitridae","Short-toed Snake-eagle","wild","unknown/mixed","Chlordane","organochlorine insecticides","liver",4,NA,1699.12,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"948",147,"Persistent organochlorine cont","Greece","Accipitridae","Short-toed Snake-eagle","wild","unknown/mixed","Endosulfan II","organochlorine insecticides","liver",4,NA,1699.12,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"949",147,"Persistent organochlorine cont","Greece","Accipitridae","Short-toed Snake-eagle","wild","unknown/mixed","Endrin aldehyde","organochlorine insecticides","liver",4,NA,1699.12,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"950",147,"Persistent organochlorine cont","Greece","Accipitridae","Short-toed Snake-eagle","wild","unknown/mixed","Endrin ketone","organochlorine insecticides","liver",4,NA,1699.12,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"951",147,"Persistent organochlorine cont","Greece","Accipitridae","Short-toed Snake-eagle","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",4,NA,1699.12,0,0,NA,"geometric mean","> = 0.2","ng/g","no","none","none"
"952",147,"Persistent organochlorine cont","Greece","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Chlordane","organochlorine insecticides","liver",3,NA,220.79,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"953",147,"Persistent organochlorine cont","Greece","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Endosulfan sulfate","organochlorine insecticides","liver",3,NA,220.79,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"954",147,"Persistent organochlorine cont","Greece","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Endrin ketone","organochlorine insecticides","liver",3,NA,220.79,0,0,NA,"geometric mean","> = 0.02–0.05","ng/g","no","none","none"
"955",147,"Persistent organochlorine cont","Greece","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",3,NA,220.79,0,0,NA,"geometric mean","> = 0.2","ng/g","no","none","none"
"956",147,"Persistent organochlorine cont","Greece","Falconidae","Common Kestrel","wild","unknown/mixed","Total PCBs","PCBs","liver",4,NA,183.21,10,0,24.96,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"957",147,"Persistent organochlorine cont","Greece","Accipitridae","Griffon Vulture","wild","unknown/mixed","Total PCBs","PCBs","liver",2,2,7435.99,0,100,93.18,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"958",147,"Persistent organochlorine cont","Greece","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Total PCBs","PCBs","liver",3,NA,220.79,0,0,111.94,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"959",147,"Persistent organochlorine cont","Greece","Accipitridae","Common Buzzard","wild","unknown/mixed","Total PCBs","PCBs","liver",12,NA,759.1,0,0,29.96,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"960",147,"Persistent organochlorine cont","Greece","Falconidae","Peregrine Falcon","wild","unknown/mixed","Total PCBs","PCBs","liver",2,2,759.95,10,0,1254.37,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"961",147,"Persistent organochlorine cont","Greece","Accipitridae","Short-toed Snake-eagle","wild","unknown/mixed","Total PCBs","PCBs","liver",4,NA,1699.12,0,0,403.67,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"962",147,"Persistent organochlorine cont","Greece","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,704.07,10,0,99.93,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"963",147,"Persistent organochlorine cont","Greece","Accipitridae","European Honey-buzzard","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,754.37,80,0,4.95,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"964",147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,390,50,0,98.67,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"965",147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,152.06,100,0,550.43,"geometric mean","> = 0.08–0.2","ng/g","no","none","none"
"966",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","blood",21,NA,759.95,10,0,0.879,"geometric mean",">=0.02","ug/g","no","none","none"
"967",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","blood",63,NA,759.95,10,0,0.617,"geometric mean",">=0.02","ug/g","no","none","none"
"968",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","blood",27,NA,759.95,10,0,0.551,"geometric mean",">=0.02","ug/g","no","none","none"
"969",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","blood",45,NA,759.95,10,0,0.406,"geometric mean",">=0.02","ug/g","no","none","none"
"970",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","DDE","organochlorine insecticides","blood",27,NA,759.95,10,0,0.013,"geometric mean",">=0.002","ug/g","no","none","none"
"971",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",21,4,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"972",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",63,1,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"973",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",27,1,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"974",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",45,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"975",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","DDT","organochlorine insecticides","blood",27,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"976",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",21,2,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"977",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",63,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"978",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",27,1,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"979",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",45,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"980",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","DDD","organochlorine insecticides","blood",27,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"981",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",21,6,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"982",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",63,28,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"983",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",27,9,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"984",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",45,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"985",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","heptachlor epoxide (trans)","organochlorine insecticides","blood",27,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"986",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",21,9,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"987",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",63,37,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"988",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",27,15,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"989",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",45,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"990",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","Dieldrin","organochlorine insecticides","blood",27,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"991",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",21,2,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"992",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",63,11,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"993",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",27,4,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"994",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",45,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"995",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","oxychlordane","organochlorine insecticides","blood",27,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"996",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",21,4,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"997",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",63,18,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"998",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",27,7,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"999",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",45,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"1000",148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","mirex","organochlorine insecticides","blood",27,0,759.95,10,0,NA,NA,">=0.02","ug/g","no","none","none"
"1001",149,"Influence of contamination by","Spain","Accipitridae","Spanish Imperial Eagle","wild","egg(s)","DDE","organochlorine insecticides","eggs",23,NA,2958.03,0,0,0.957,"geometric mean",">=0.001","ug/g","yes","Egg length, width, volume, mass, and fertility","Fecundity"
"1002",149,"Influence of contamination by","Spain","Accipitridae","Spanish Imperial Eagle","wild","egg(s)","DDE","organochlorine insecticides","eggs",22,NA,2958.03,0,0,0.712,"geometric mean",">=0.001","ug/g","yes","Egg length, width, volume, mass, and fertility","Fecundity"
"1003",149,"Influence of contamination by","Spain","Accipitridae","Spanish Imperial Eagle","wild","egg(s)","DDE","organochlorine insecticides","eggs",24,NA,2958.03,0,0,2.086,"geometric mean",">=0.001","ug/g","yes","Egg length, width, volume, mass, and fertility","Fecundity"
"1004",149,"Influence of contamination by","Spain","Accipitridae","Spanish Imperial Eagle","wild","egg(s)","Total PCBs","PCBs","eggs",19,NA,2958.03,0,0,0.784,"geometric mean","0.003-0.005","ug/g","yes","Egg length, width, volume, mass, and fertility","Fecundity"
"1005",149,"Influence of contamination by","Spain","Accipitridae","Spanish Imperial Eagle","wild","egg(s)","Total PCBs","PCBs","eggs",14,NA,2958.03,0,0,0.859,"geometric mean","0.003-0.005","ug/g","yes","Egg length, width, volume, mass, and fertility","Fecundity"
"1006",149,"Influence of contamination by","Spain","Accipitridae","Spanish Imperial Eagle","wild","egg(s)","Total PCBs","PCBs","eggs",23,NA,2958.03,0,0,1.369,"geometric mean","0.003-0.005","ug/g","yes","Egg length, width, volume, mass, and fertility","Fecundity"
"1007",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Aldicarb","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1008",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Carbofuran","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1009",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","strychnine","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1010",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Monocrotophos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1011",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","As","heavy metals","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1012",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Fenthion","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1013",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","chlorfenvinphos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1014",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Lindane","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1015",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Dimethoate","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1016",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","fonofos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1017",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Terbufos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1018",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","coumaphos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1019",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Malathion","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1020",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Dichlorvos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1021",150,"Poison-related mortality effec","Spain","Accipitridae","Egyptian Vulture","wild","unknown/mixed","Chlorpyrofos","organochlorine insecticides","not specified",166,NA,2082,10,60,NA,NA,NA,NA,"no","none","none"
"1022",151,"Organochlorines in egg samples","Norway","Accipitridae","Golden Eagle","wild","egg(s)","Total PCBs","PCBs","eggs",12,NA,4247.97,0,10,1446,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1023",151,"Organochlorines in egg samples","Norway","Accipitridae","White-tailed Eagle","wild","egg(s)","Total PCBs","PCBs","eggs",7,NA,4729.27,0,30,8955,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1024",151,"Organochlorines in egg samples","Norway","Accipitridae","Osprey","wild","egg(s)","Total PCBs","PCBs","eggs",5,NA,1483.2,0,0,5458,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1025",151,"Organochlorines in egg samples","Norway","Falconidae","Merlin","wild","egg(s)","Total PCBs","PCBs","eggs",3,NA,188.5,20,0,1654,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1026",151,"Organochlorines in egg samples","Norway","Falconidae","Gyr Falcon","wild","egg(s)","Total PCBs","PCBs","eggs",3,NA,1431.72,0,0,2017,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1027",151,"Organochlorines in egg samples","Norway","Accipitridae","Northern Goshawk","wild","egg(s)","Total PCBs","PCBs","eggs",7,NA,866.04,0,0,4693,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1028",151,"Organochlorines in egg samples","Norway","Falconidae","Peregrine Falcon","wild","egg(s)","Total PCBs","PCBs","eggs",5,NA,759.95,10,0,10597,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1029",151,"Organochlorines in egg samples","Norway","Accipitridae","Eurasian Sparrowhawk","wild","egg(s)","Total PCBs","PCBs","eggs",2,NA,220.79,0,0,5095,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1030",151,"Organochlorines in egg samples","Norway","Accipitridae","Golden Eagle","wild","egg(s)",NA,"heavy metals","eggs",12,NA,4247.97,0,10,602,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1031",151,"Organochlorines in egg samples","Norway","Accipitridae","White-tailed Eagle","wild","egg(s)",NA,"heavy metals","eggs",7,NA,4729.27,0,30,1690,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1032",151,"Organochlorines in egg samples","Norway","Accipitridae","Osprey","wild","egg(s)",NA,"heavy metals","eggs",5,NA,1483.2,0,0,2530,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1033",151,"Organochlorines in egg samples","Norway","Falconidae","Merlin","wild","egg(s)",NA,"heavy metals","eggs",3,NA,188.5,20,0,3046,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1034",151,"Organochlorines in egg samples","Norway","Falconidae","Gyr Falcon","wild","egg(s)",NA,"heavy metals","eggs",3,NA,1431.72,0,0,353,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1035",151,"Organochlorines in egg samples","Norway","Accipitridae","Northern Goshawk","wild","egg(s)",NA,"heavy metals","eggs",7,NA,866.04,0,0,1492,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1036",151,"Organochlorines in egg samples","Norway","Falconidae","Peregrine Falcon","wild","egg(s)",NA,"heavy metals","eggs",5,NA,759.95,10,0,3118,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1037",151,"Organochlorines in egg samples","Norway","Accipitridae","Eurasian Sparrowhawk","wild","egg(s)",NA,"heavy metals","eggs",2,NA,220.79,0,0,3519,"arithmetic mean","0.1-10","ng/g","no","none","none"
"1038",152,"Organochlorine compounds in th","Greenland","Falconidae","Peregrine Falcon","wild","adult","DDE","organochlorine insecticides","blood",5,NA,759.95,10,0,140,"geometric mean","3","ug/kg (ppb)","no","none","none"
"1039",152,"Organochlorine compounds in th","Greenland","Falconidae","Peregrine Falcon","wild","adult","DDT","organochlorine insecticides","blood",5,NA,759.95,10,0,5.8,"geometric mean","1","ug/kg (ppb)","no","none","none"
"1040",152,"Organochlorine compounds in th","Greenland","Falconidae","Peregrine Falcon","wild","adult","DDD","organochlorine insecticides","blood",3,NA,759.95,10,0,1.8,"geometric mean","1","ug/kg (ppb)","no","none","none"
"1041",152,"Organochlorine compounds in th","Greenland","Falconidae","Peregrine Falcon","wild","adult","b-HCH","organochlorine insecticides","blood",5,NA,759.95,10,0,2.8,"geometric mean","1","ug/kg (ppb)","no","none","none"
