"","ID","Title","start","end","country","common_name","sci_name","subject.type","toxicant.specific","toxicant.group","sample.type","group","sample.size","exposed","proportion","Age.Class","Sex","concentration.level.estimate.type","concentration..ND.for.non.detects.","Detection.limit..if.reported.","SD.of.concentration","minimum","maximum","unit.of.measure","wet.dry.weight.","sublethal.effects.assessed.","sublethal.specific","sublethal.type","Continent","BodyMass.Value"
"1074",153,"Lead poisoning and heavy metal","2000","2001","Germany","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","liver",NA,1,NA,NA,"immature","male","n=1","5.7000000000000002E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1075",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","liver",NA,1,NA,NA,"adult","female","n=1","0.41",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1076",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","liver",NA,1,NA,NA,"adult","female","n=1","5.8999999999999997E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1077",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","liver",NA,1,NA,NA,"adult","female","n=1","0.01",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1078",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","kidney",NA,1,NA,NA,"adult","female","n=1","0.68500000000000005",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1079",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","kidney",NA,1,NA,NA,"adult","female","n=1","0.23599999999999999",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1080",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","kidney",NA,1,NA,NA,"adult","female","n=1","1.4E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1081",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","female","n=1","59.49",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1082",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","female","n=1","3.9E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1083",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","female","n=1","0.02",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1084",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","female","n=1","12.78",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1085",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","female","n=1","0.193",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1086",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","female","n=1","2.1000000000000001E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1087",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","female","n=1","0.36599999999999999",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1088",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","female","n=1","3.5999999999999997E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1089",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","female","n=1","1.4E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1090",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Pb","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","female","n=1","8.5999999999999993E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1091",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Cd","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","female","n=1","9.7000000000000003E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1092",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","wild","Hg","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","female","n=1","ND",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1093",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Pb","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","unknown/mixed","n=1","6.6740000000000004",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1094",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Cd","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.05",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1095",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Hg","heavy metals","liver",NA,1,NA,NA,"unknown/mixed","unknown/mixed","n=1","2.4E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1096",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Pb","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","unknown/mixed","n=1","1.492",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1097",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Cd","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.19700000000000001",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1098",153,"Lead poisoning and heavy metal","2000","2001","Switzerland","Golden Eagle","Aquila chrysaetos","rehab","Hg","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","unknown/mixed","n=1","3.9E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1099",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Pb","heavy metals","liver",NA,1,NA,NA,"adult","female","n=1","9.2999999999999999E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1100",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Cd","heavy metals","liver",NA,1,NA,NA,"adult","female","n=1","2.5999999999999999E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1101",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Hg","heavy metals","liver",NA,1,NA,NA,"adult","female","n=1","1.7999999999999999E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1102",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Pb","heavy metals","kidney",NA,1,NA,NA,"adult","female","n=1","6.6000000000000003E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1103",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Cd","heavy metals","kidney",NA,1,NA,NA,"adult","female","n=1","6.4000000000000001E-2",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1104",153,"Lead poisoning and heavy metal","2000","2001","Austria","Golden Eagle","Aquila chrysaetos","captive","Hg","heavy metals","kidney",NA,1,NA,NA,"adult","female","n=1","0.02",NA,NA,NA,NA,"mg/kg (ppm)","wet","no","none","none","Europe",4247.97
"1105",154,"Impacts of climate and feeding","1986","1995","Norway","Tawny Owl","Strix aluco","wild","PCB","PCBs","egg(s)",NA,60,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","4.07",NA,NA,"0.38","38.880000000000003","μg/g","lipid weight","no","none","none","Europe",472.46
"1106",154,"Impacts of climate and feeding","1986","1995","Norway","Tawny Owl","Strix aluco","wild","p,p′-DDE","organochlorine insecticides","egg(s)",NA,60,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","3.63",NA,NA,"0.38","43.29","μg/g","lipid weight","no","none","none","Europe",472.46
"1107",154,"Impacts of climate and feeding","1986","1995","Norway","Tawny Owl","Strix aluco","wild","PBDE (polybrominated
diphenylether)","flame retardants","egg(s)",NA,60,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","0.25",NA,NA,"0.01","5.27","μg/g","lipid weight","no","none","none","Europe",472.46
"1108",154,"Impacts of climate and feeding","2001","2009","Norway","Tawny Owl","Strix aluco","wild","PCB","PCBs","egg(s)",NA,71,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","1.0900000000000001",NA,NA,"0.09","4.1900000000000004","μg/g","lipid weight","no","none","none","Europe",472.46
"1109",154,"Impacts of climate and feeding","2001","2009","Norway","Tawny Owl","Strix aluco","wild","p,p′-DDE","organochlorine insecticides","egg(s)",NA,71,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","1.58",NA,NA,"0.65","10.52","μg/g","lipid weight","no","none","none","Europe",472.46
"1110",154,"Impacts of climate and feeding","2001","2009","Norway","Tawny Owl","Strix aluco","wild","PBDE (polybrominated
diphenylether)","flame retardants","egg(s)",NA,71,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","0.08",NA,NA,"ND","0.54","μg/g","lipid weight","no","none","none","Europe",472.46
"1111",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Griffon Vulture","Gyps fulvus","wild","Pb","heavy metals","feathers - rachis only (primaries)",NA,20,1,NA,"unknown/mixed","unknown/mixed","geometric mean","0.191","0.127",NA,">LOD","3.0649999999999999","μg/g","dry","no","none","none","Europe",7435.99
"1112",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Cinereous Vulture","Aegypius monachus","wild","Pb","heavy metals","feathers - rachis only (primaries)",NA,3,0,NA,"unknown/mixed","unknown/mixed","geometric mean","0.09","0.127",NA,">LOD","0.18099999999999999","μg/g","dry","no","none","none","Europe",9320.55
"1113",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Black Kite","Milvus migrans","wild","Pb","heavy metals","feathers - rachis only (primaries)",NA,9,0,NA,"unknown/mixed","unknown/mixed","geometric mean","9.5000000000000001E-2","0.127",NA,">LOD","0.39","μg/g","dry","no","none","none","Europe",734.1
"1114",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Red Kite","Milvus milvus","wild","Pb","heavy metals","feathers - rachis only (primaries)",NA,10,0,NA,"unknown/mixed","unknown/mixed","geometric mean","<LOD","0.127",NA,">LOD",">LOD","μg/g","dry","no","none","none","Europe",1071.77
"1115",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Griffon Vulture","Gyps fulvus","wild","Pb","heavy metals","feathers - barbs only (primaries)",NA,20,12,NA,"unknown/mixed","unknown/mixed","geometric mean","1.905","0.127",NA,"0.20399999999999999","23.282","μg/g","dry","no","none","none","Europe",7435.99
"1116",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Cinereous Vulture","Aegypius monachus","wild","Pb","heavy metals","feathers - barbs only (primaries)",NA,3,1,NA,"unknown/mixed","unknown/mixed","geometric mean","0.52","0.127",NA,"0.23300000000000001","2.2850000000000001","μg/g","dry","no","none","none","Europe",9320.55
"1117",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Black Kite","Milvus migrans","wild","Pb","heavy metals","feathers - barbs only (primaries)",NA,9,3,NA,"unknown/mixed","unknown/mixed","geometric mean","0.79300000000000004","0.127",NA,"0.24199999999999999","1.98","μg/g","dry","no","none","none","Europe",734.1
"1118",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Red Kite","Milvus milvus","wild","Pb","heavy metals","feathers - barbs only (primaries)",NA,10,1,NA,"unknown/mixed","unknown/mixed","geometric mean","0.29699999999999999","0.127",NA,">LOD","1.5169999999999999","μg/g","dry","no","none","none","Europe",1071.77
"1119",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Griffon Vulture","Gyps fulvus","wild","Pb","heavy metals","bone",NA,20,10,NA,"unknown/mixed","unknown/mixed","geometric mean","10.98","5.3999999999999999E-2",NA,"3.62","137","μg/g","dry","no","none","none","Europe",7435.99
"1120",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Cinereous Vulture","Aegypius monachus","wild","Pb","heavy metals","bone",NA,3,2,NA,"unknown/mixed","unknown/mixed","geometric mean","8.86","5.3999999999999999E-2",NA,"2.46","25.4","μg/g","dry","no","none","none","Europe",9320.55
"1121",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Black Kite","Milvus migrans","wild","Pb","heavy metals","bone",NA,9,4,NA,"unknown/mixed","unknown/mixed","geometric mean","8.42","5.3999999999999999E-2",NA,"2.79","39.700000000000003","μg/g","dry","no","none","none","Europe",734.1
"1122",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Red Kite","Milvus milvus","wild","Pb","heavy metals","bone",NA,10,2,NA,"unknown/mixed","unknown/mixed","geometric mean","2.97","5.3999999999999999E-2",NA,"0.41","31.75","μg/g","dry","no","none","none","Europe",1071.77
"1123",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Griffon Vulture","Gyps fulvus","wild","Al","heavy metals","feathers - rachis only (primaries)",NA,20,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","<LOD","140",NA,">LOD",">LOD","μg/g","dry","no","none","none","Europe",7435.99
"1124",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Cinereous Vulture","Aegypius monachus","wild","Al","heavy metals","feathers - rachis only (primaries)",NA,3,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","<LOD","140",NA,">LOD",">LOD","μg/g","dry","no","none","none","Europe",9320.55
"1125",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Black Kite","Milvus migrans","wild","Al","heavy metals","feathers - rachis only (primaries)",NA,9,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","<LOD","140",NA,">LOD",">LOD","μg/g","dry","no","none","none","Europe",734.1
"1126",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Red Kite","Milvus milvus","wild","Al","heavy metals","feathers - rachis only (primaries)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","<LOD","140",NA,">LOD",">LOD","μg/g","dry","no","none","none","Europe",1071.77
"1127",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Griffon Vulture","Gyps fulvus","wild","Al","heavy metals","feathers - barbs only (primaries)",NA,20,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","1144","140",NA,">LOD","8854","μg/g","dry","no","none","none","Europe",7435.99
"1128",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Cinereous Vulture","Aegypius monachus","wild","Al","heavy metals","feathers - barbs only (primaries)",NA,3,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","218","140",NA,">LOD","2120","μg/g","dry","no","none","none","Europe",9320.55
"1129",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Black Kite","Milvus migrans","wild","Al","heavy metals","feathers - barbs only (primaries)",NA,9,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","333","140",NA,">LOD","1067","μg/g","dry","no","none","none","Europe",734.1
"1130",155,"Using Pb-Al ratios to discrimi","unknown",NA,"Spain","Red Kite","Milvus milvus","wild","Al","heavy metals","feathers - barbs only (primaries)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","geometric mean","262","140",NA,">LOD","1048","μg/g","dry","no","none","none","Europe",1071.77
"1131",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDE","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","1.19",NA,NA,"0.87","1.61","ppm","wet","no","none","none","N. America",1483.2
"1132",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDD","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.18",NA,NA,"0.14000000000000001","0.24","ppm","wet","no","none","none","N. America",1483.2
"1133",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDT","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"0.01","0.02","ppm","wet","no","none","none","N. America",1483.2
"1134",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Heptachlor epoxide","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.02",NA,NA,"0.01","0.03","ppm","wet","no","none","none","N. America",1483.2
"1135",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","oxychlordane","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"0.01","0.02","ppm","wet","no","none","none","N. America",1483.2
"1136",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Sum of PCBs","PCBs","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","3.29",NA,NA,"1.85","4.45","ppm","wet","no","none","none","N. America",1483.2
"1137",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","c Nonachlor","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.01","ppm","wet","no","none","none","N. America",1483.2
"1138",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","t Nonachlor","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.02",NA,NA,"0.02","0.03","ppm","wet","no","none","none","N. America",1483.2
"1139",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Dieldrin","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.02",NA,NA,"0.01","0.02","ppm","wet","no","none","none","N. America",1483.2
"1140",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDD olefin","organochlorine insecticides","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.04",NA,NA,"0.03","0.05","ppm","wet","no","none","none","N. America",1483.2
"1141",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Hg","heavy metals","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.08",NA,NA,"0.04","0.26","ppm","wet","no","none","none","N. America",1483.2
"1142",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Pb","heavy metals","egg(s)","Delaware Bay",6,NA,NA,NA,"unknown/mixed","geometric mean","0.28999999999999998",NA,NA,"0.2","0.45","ppm","wet","no","none","none","N. America",1483.2
"1143",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDE","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.74",NA,NA,"0.68","1.4","ppm","wet","no","none","none","N. America",1483.2
"1144",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDD","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","7.0000000000000007E-2",NA,NA,"0.04","0.24","ppm","wet","no","none","none","N. America",1483.2
"1145",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDT","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","ND",NA,NA,"ND","ND","ppm","wet","no","none","none","N. America",1483.2
"1146",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Heptachlor epoxide","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"0.01","0.02","ppm","wet","no","none","none","N. America",1483.2
"1147",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","oxychlordane","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.01","ppm","wet","no","none","none","N. America",1483.2
"1148",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Sum of PCBs","PCBs","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","2",NA,NA,"1.0900000000000001","2.91","ppm","wet","no","none","none","N. America",1483.2
"1149",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","c Nonachlor","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.01","ppm","wet","no","none","none","N. America",1483.2
"1150",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","t Nonachlor","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.03","ppm","wet","no","none","none","N. America",1483.2
"1151",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Dieldrin","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.03","ppm","wet","no","none","none","N. America",1483.2
"1152",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDD olefin","organochlorine insecticides","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.01","ppm","wet","no","none","none","N. America",1483.2
"1153",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Hg","heavy metals","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.14000000000000001",NA,NA,"0.08","0.2","ppm","wet","no","none","none","N. America",1483.2
"1154",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Pb","heavy metals","egg(s)","Maurice River",5,NA,NA,NA,"unknown/mixed","geometric mean","0.32",NA,NA,"0.2","0.68","ppm","wet","no","none","none","N. America",1483.2
"1155",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDE","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,NA,"unknown/mixed","geometric mean","0.66",NA,NA,"0.31","1.7","ppm","wet","no","none","none","N. America",1483.2
"1156",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDD","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,NA,"unknown/mixed","geometric mean","7.0000000000000007E-2",NA,NA,"0.03","0.37","ppm","wet","no","none","none","N. America",1483.2
"1157",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDT","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.02","ppm","wet","no","none","none","N. America",1483.2
"1158",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Heptachlor epoxide","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","7.0000000000000007E-2","ppm","wet","no","none","none","N. America",1483.2
"1159",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","oxychlordane","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,NA,"unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.04","ppm","wet","no","none","none","N. America",1483.2
"1160",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Sum of PCBs","PCBs","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","1.76",NA,NA,"1.1000000000000001","3.6","ppm","wet","no","none","none","N. America",1483.2
"1161",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","c Nonachlor","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.05","ppm","wet","no","none","none","N. America",1483.2
"1162",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","t Nonachlor","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.12","ppm","wet","no","none","none","N. America",1483.2
"1163",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Dieldrin","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","0.01",NA,NA,"ND","0.01","ppm","wet","no","none","none","N. America",1483.2
"1164",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","p,p′-DDD olefin","organochlorine insecticides","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","0.02",NA,NA,"ND","0.03","ppm","wet","no","none","none","N. America",1483.2
"1165",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Hg","heavy metals","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","0.15",NA,NA,"0.09","0.23","ppm","wet","no","none","none","N. America",1483.2
"1166",157,"Changes in contaminant levels","1998",NA,"United States of America","Osprey","Pandion haliaetus","wild","Pb","heavy metals","egg(s)","Atlantic Coast",6,NA,NA,"egg(s)","unknown/mixed","geometric mean","0.31",NA,NA,"0.23","0.42","ppm","wet","no","none","none","N. America",1483.2
