ID,Title,start,end,country,common_name,sci_name,subject.type,toxicant.specific,toxicant.group,sample.type,group,sample.size,exposed,proportion,Age.Class,Sex,concentration.level.estimate.type,concentration..ND.for.non.detects.,Detection.limit..if.reported.,SD.of.concentration,minimum,maximum,unit.of.measure,wet.dry.weight.,sublethal.effects.assessed.,sublethal.specific,sublethal.type
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Hawk Cliff,4,NA,NA,ASY,male,not specified,7.00E-03,0.0005 mg/kg,5.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,5,NA,NA,SY,female,not specified,3.50E-02,0.0005 mg/kg,2.40E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,6,NA,NA,ASY,female,not specified,1.60E-02,0.0005 mg/kg,1.90E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,4,NA,NA,SY,male,not specified,1.80E-02,0.0005 mg/kg,1.30E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,6,NA,NA,ASY,male,not specified,8.00E-03,0.0005 mg/kg,8.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Hawk Cliff,4,NA,NA,HY,female,not specified,1.00E-03,0.0005 mg/kg,0,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Hawk Cliff,5,NA,NA,SY,female,not specified,8.00E-03,0.0005 mg/kg,9.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Hawk Cliff,6,NA,NA,ASY,female,not specified,8.00E-03,0.0005 mg/kg,5.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Hawk Cliff,5,NA,NA,HY,male,not specified,2.00E-03,0.0005 mg/kg,2.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Hawk Cliff,4,NA,NA,SY,male,not specified,6.00E-03,0.0005 mg/kg,7.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,6,NA,NA,SY,female,not specified,1.20E-02,0.0005 mg/kg,1.30E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,6,NA,NA,ASY,female,not specified,5.00E-03,0.0005 mg/kg,2.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,6,NA,NA,SY,male,not specified,1.40E-02,0.0005 mg/kg,1.40E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Trans-nonachlor,organochlorine insecticides,blood plasma,Whitefish Point,6,NA,NA,ASY,male,not specified,4.00E-03,0.0005 mg/kg,2.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1985,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,4,NA,NA,HY,female,not specified,4.80E-02,0.0005 mg/kg,2.50E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1986,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,8,NA,NA,SY,female,not specified,4.40E-02,0.0005 mg/kg,3.40E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1986,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,16,NA,NA,ASY,female,not specified,0.05,0.0005 mg/kg,3.20E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1986,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,3,NA,NA,SY,male,not specified,0.117,0.0005 mg/kg,1.80E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1986,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,ASY,male,not specified,0.138,0.0005 mg/kg,0.03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1986,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,1,NA,NA,HY,male,not specified,1.70E-02,0.0005 mg/kg,NA,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,SY,female,not specified,3.90E-02,0.0005 mg/kg,1.70E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,12,NA,NA,ASY,female,not specified,5.20E-02,0.0005 mg/kg,4.20E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,1,NA,NA,SY,male,not specified,4.30E-02,0.0005 mg/kg,NA,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,2,NA,NA,ASY,male,not specified,8.40E-02,0.0005 mg/kg,6.70E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,5,NA,NA,HY,female,not specified,3.30E-02,0.0005 mg/kg,0.01,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,6,NA,NA,SY,female,not specified,0.121,0.0005 mg/kg,5.10E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,6,NA,NA,ASY,female,not specified,0.105,0.0005 mg/kg,0.06,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,6,NA,NA,HY,male,not specified,4.40E-02,0.0005 mg/kg,7.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,3,NA,NA,SY,male,not specified,0.255,0.0005 mg/kg,0.109,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1987,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,4,NA,NA,ASY,male,not specified,0.151,0.0005 mg/kg,0.146,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,5,NA,NA,SY,female,not specified,9.50E-02,0.0005 mg/kg,3.30E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,ASY,female,not specified,0.1,0.0005 mg/kg,5.50E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,4,NA,NA,SY,male,not specified,0.193,0.0005 mg/kg,0.108,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,ASY,male,not specified,0.122,0.0005 mg/kg,4.40E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,4,NA,NA,HY,female,not specified,1.10E-02,0.0005 mg/kg,4.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,5,NA,NA,SY,female,not specified,3.80E-02,0.0005 mg/kg,0.02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,6,NA,NA,ASY,female,not specified,4.50E-02,0.0005 mg/kg,1.80E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,5,NA,NA,HY,male,not specified,0.02,0.0005 mg/kg,9.00E-03,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1988,NA,Canada,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Hawk Cliff,4,NA,NA,SY,male,not specified,4.60E-02,0.0005 mg/kg,1.40E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,SY,female,not specified,2.70E-02,0.0005 mg/kg,0.05,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,ASY,female,not specified,0.105,0.0005 mg/kg,5.40E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,SY,male,not specified,0.138,0.0005 mg/kg,6.80E-02,NA,NA,mg/kg,wet,no,NA,NA
131,MONITORING ORGANOCHLORINES IN,1989,NA,United States of America,Sharp-shinned hawk,Accipiter striatus,wild,Total PCBs,PCBs,blood plasma,Whitefish Point,6,NA,NA,ASY,male,not specified,0.125,0.0005 mg/kg,4.90E-02,NA,NA,mg/kg,wet,no,NA,NA
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDE",organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,33,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDT",organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.5,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,b-HCH,organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.49,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,PCB,PCBs,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.96,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Heptachlor epoxide,organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.76,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,oxychlordane,organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.49,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.34,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Hexachlorobenzene,organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.29,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Endrin,organochlorine insecticides,egg(s),"1978, Site B:S",1,NA,NA,egg(s),unknown/mixed,n=1,0.2,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDE",organochlorine insecticides,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,42,0.10 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDT",organochlorine insecticides,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,0.53,0.10 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,PCB,PCBs,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,2.23,0.50 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Heptachlor epoxide,organochlorine insecticides,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,0.29,0.10 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,oxychlordane,organochlorine insecticides,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,ND,0.10 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,ND,0.10 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Endrin,organochlorine insecticides,egg(s),"1981, Site K:C",1,NA,NA,egg(s),unknown/mixed,n=1,ND,0.10 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDE",organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,14,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDT",organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,7.00E-02,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,b-HCH,organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,0.83,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,PCB,PCBs,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,1.1,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Heptachlor epoxide,organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,0.27,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,oxychlordane,organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,0.09,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,0.12,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Hexachlorobenzene,organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,0.68,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Endrin,organochlorine insecticides,egg(s),"1982, Site E:C, egg 1",1,NA,NA,egg(s),unknown/mixed,n=1,0.03,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDE",organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,10,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDT",organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,7.00E-02,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,b-HCH,organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.84,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,PCB,PCBs,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.79,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Heptachlor epoxide,organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.27,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,oxychlordane,organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.13,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.1,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Hexachlorobenzene,organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.31,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Endrin,organochlorine insecticides,egg(s),"1982, Site E:C, egg 2",1,NA,NA,egg(s),unknown/mixed,n=1,0.02,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDE",organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,6.4,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,"p,p'-DDT",organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,0.11,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,b-HCH,organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,1.31,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,PCB,PCBs,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,1.03,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Heptachlor epoxide,organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,0.41,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,oxychlordane,organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,0.19,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,0.1,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Hexachlorobenzene,organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,0.5,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
133,Pesticide residues in Arizona,1978,1985,United States of America,Peregrine Falcon,Falco peregrinus,wild,Endrin,organochlorine insecticides,egg(s),"1982, Site E:C, egg 3",1,NA,NA,egg(s),unknown/mixed,n=1,0.04,0.02-0.03 wet,NA,n=1,n=1,ppm,dry,yes,egg shell thickness,Fecundity
135,Oxidative stress biomarkers in,2011,2012,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Cd,heavy metals,blood,NA,133,NA,NA,nestling,unknown/mixed,not specified,7.00E-02,0.05 µg/l,0.21,NA,NA,µg/dl,wet,no,NA,NA
135,Oxidative stress biomarkers in,2011,2012,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Cd,heavy metals,blood,NA,8,NA,NA,adult,unknown/mixed,not specified,6.00E-03,0.05 µg/l,0.01,NA,NA,µg/dl,wet,no,NA,NA
135,Oxidative stress biomarkers in,2011,2012,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Pb,heavy metals,blood,NA,133,NA,NA,nestling,unknown/mixed,not specified,3.38,0.1 µg/l,5.33,NA,NA,µg/dl,wet,no,NA,NA
135,Oxidative stress biomarkers in,2011,2012,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Pb,heavy metals,blood,NA,8,NA,NA,adult,unknown/mixed,not specified,1.39,0.1 µg/l,0.95,NA,NA,µg/dl,wet,no,NA,NA
135,Oxidative stress biomarkers in,2011,2012,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Cu,heavy metals,blood,NA,133,NA,NA,nestling,unknown/mixed,not specified,10.29,0.3 mg/l,4.56,NA,NA,µg/dl,wet,no,NA,NA
